Year,Player,Runs
2010,AD Mathews (SL),291
2010,S Matsikenyeri (ZIM),19
2010,RD McCann (IRE),44
2010,BAW Mendis (SL),2
2010,BMAJ Mendis (SL),47
2010,KO Meth (ZIM),3
2010,DA Miller (SA),150
2010,NO Miller (WI),62
2010,KD Mills (NZ),226
2010,Mirwais Ashraf (AFG),44
2010,Misbah-ul-Haq (PAK),31
2010,A Mishra (INDIA),0
2010,T Mishra (KENYA),32
2010,A Mithun (INDIA),28
2010,Mohammad Amir (PAK),12
2010,Mohammad Ashraful (BDESH),220
2010,Mohammad Asif (PAK),1
2010,Mohammad Hafeez (PAK),370
2010,Mohammad Irfan (PAK),3
2010,Mohammad Kashif (NL),0
2010,Mohammad Nabi (AFG),250
2010,Mohammad Shahzad (AFG),517
2010,Mohammad Yousuf (PAK),177
2010,PL Mommsen (SCOT),142
2010,JF Mooney (IRE),374
2010,EJG Morgan (ENG),691
2010,JA Morkel (SA),60
2010,M Morkel (SA),17
2010,RS Morton (WI),7
2010,CB Mpofu (ZIM),8
2010,M Muralitharan (SL),7
2010,Mushfiqur Rahim (BDESH),538
2010,Naeem Islam (BDESH),242
2010,Naved-ul-Hasan (PAK),76
2010,Nawroz Mangal (AFG),270
2010,Nazmul Hossain (BDESH),0
2010,A Nehra (INDIA),30
2010,JD Nel (SCOT),11
2010,JO Ngoche (KENYA),23
2010,SO Ngoche (KENYA),15
2010,IA Nicolson (ZIM),14
2010,Noor-ul-Haq (AFG),12
2010,Noor Ali Zadran (AFG),267
2010,AA Obanda (KENYA),280
2010,KJ O'Brien (IRE),452
2010,NJ O'Brien (IRE),109
2010,CO Obuya (KENYA),340
2010,DO Obuya (KENYA),91
2010,NM Odhiambo (KENYA),34
2010,NN Odhiambo (KENYA),43
2010,TM Odoyo (KENYA),149
2010,NV Ojha (INDIA),1
2010,PP Ojha (INDIA),14
2010,JDP Oram (NZ),109
2010,H Osinde (CAN),7
2010,E Otieno (KENYA),15
2010,FN Otieno (KENYA),16
2010,MA Ouma (KENYA),156
2010,TD Paine (AUS),278
2010,Pankaj Singh (INDIA),3
2010,MA Parker (SCOT),59
2010,WD Parnell (SA),67
2010,H Patel (CAN),148
2010,MM Patel (INDIA),8
2010,PA Patel (INDIA),109
2010,RR Patel (KENYA),179
2010,YK Pathan (INDIA),281
2010,NLTC Perera (SL),102
2010,AN Petersen (SA),35
2010,RJ Peterson (SA),6
2010,KP Pietersen (ENG),153
2010,KA Pollard (WI),391
2010,RT Ponting (AUS),771
2010,WTS Porterfield (IRE),221
2010,AD Poynter (IRE),119
2010,RW Price (ZIM),38
2010,MJ Prior (ENG),72
2010,Raees Ahmadzai (AFG),43
2010,SK Raina (INDIA),631
2010,EC Rainsford (ZIM),15
2010,D Ramdin (WI),159
2010,R Rampaul (WI),54
2010,WB Rankin (IRE),9
2010,Raqibul Hasan (BDESH),316
2010,AJ Redmond (NZ),16
2010,DM Richards (WI),157
2010,Rizwan Cheema (CAN),97
2010,KAJ Roach (WI),3
2010,Rubel Hossain (BDESH),9
2010,JD Ryder (NZ),58
2010,Saeed Ajmal (PAK),43
2010,WP Saha (INDIA),4
2010,Salman Butt (PAK),182
2010,TT Samaraweera (SL),296
2010,Samiullah Shinwari (AFG),167
2010,DJG Sammy (WI),157
2010,KC Sangakkara (SL),726
2010,Sarfaraz Ahmed (PAK),6
2010,RR Sarwan (WI),191
2010,PM Seelaar (NL),76
2010,V Sehwag (INDIA),446
2010,Shabir Noori (AFG),74
2010,Shafiqullah (AFG),0
2010,Shafiul Islam (BDESH),52
2010,Shahadat Hossain (BDESH),21
2010,Shahid Afridi (PAK),601
2010,Shahriar Nafees (BDESH),119
2010,A Shahzad (ENG),5
2010,Shahzaib Hasan (PAK),100
2010,Shapoor Zadran (AFG),17
2010,Shakib Al Hasan (BDESH),787
2010,I Sharma (INDIA),11
2010,RG Sharma (INDIA),504
2010,MQ Sheikh (SCOT),14
2010,Shoaib Akhtar (PAK),18
2010,Shoaib Malik (PAK),113
2010,V Sibanda (ZIM),119
2010,PM Siddle (AUS),9
2010,LPC Silva (SL),113
2010,LMP Simmons (WI),60
2010,DR Smith (WI),134
2010,GC Smith (SA),328
2010,SPD Smith (AUS),139
2010,Sohrawordi Shuvo (BDESH),59
2010,TG Southee (NZ),34
2010,S Sreesanth (INDIA),10
2010,SL Stewart (NZ),26
2010,DW Steyn (SA),37
2010,PR Stirling (IRE),771
2010,AJ Strauss (ENG),806
2010,SB Styris (NZ),474
2010,ZE Surkari (CAN),129
2010,GP Swann (ENG),68
2010,Syed Rasel (BDESH),9
2010,ES Szwarczynski (NL),255
2010,T Taibu (ZIM),574
2010,SW Tait (AUS),1
2010,Tamim Iqbal (BDESH),776
2010,BRM Taylor (ZIM),723
2010,JE Taylor (WI),6
2010,LRPL Taylor (NZ),676
2010,RN ten Doeschate (NL),208
2010,SR Tendulkar (INDIA),204
2010,WU Tharanga (SL),707
2010,J Theron (SA),5
2010,HDRL Thirimanne (SL),37
2010,T Thushara (SL),35
2010,SO Tikolo (KENYA),73
2010,SS Tiwary (INDIA),49
2010,JC Tredwell (ENG),2
2010,IJL Trott (ENG),335
2010,LL Tsotsobe (SA),4
2010,DR Tuffey (NZ),135
2010,S Tyagi (INDIA),1
2010,Umar Akmal (PAK),473
2010,Umar Amin (PAK),34
2010,Umar Gul (PAK),50
2010,Usman Limbada (CAN),31
2010,P Utseya (ZIM),276
2010,A van der Merwe (IRE),15
2010,RE van der Merwe (SA),22
2010,HA Varaiya (KENYA),36
2010,DL Vettori (NZ),324
2010,M Vijay (INDIA),178
2010,AC Voges (AUS),145
2010,Wahab Riaz (PAK),48
2010,SR Waters (KENYA),38
2010,BJ Watling (NZ),84
2010,RR Watson (SCOT),0
2010,SR Watson (AUS),771
2010,DF Watts (SCOT),312
2010,UWMBCA Welegedara (SL),1
2010,DS Wesonga (KENYA),59
2010,AR White (IRE),287
2010,CL White (AUS),848
2010,SC Williams (ZIM),105
2010,KS Williamson (NZ),196
2010,GC Wilson (IRE),317
2010,LJ Wright (ENG),172
2010,UT Yadav (INDIA),3
2010,MH Yardy (ENG),121
2010,Younis Khan (PAK),215
2010,Yuvraj Singh (INDIA),349
2010,B Zuiderent (NL),288
2010,Zulqarnain Haider (PAK),48
2011,VR Aaron (INDIA),6
2011,Abdul Razzaq (PAK),159
2011,Abdur Razzak (BDESH),87
2011,Abdur Rehman (PAK),10
2011,Adeel Raja (NL),0
2011,Adnan Akmal (PAK),51
2011,Ahmed Shehzad (PAK),371
2011,Aizaz Cheema (PAK),9
2011,DI Allan (KENYA),35
2011,Alok Kapali (BDESH),65
2011,HM Amla (SA),632
2011,JM Anderson (ENG),40
2011,Asad Shafiq (PAK),427
2011,Asghar Afghan (AFG),20
2011,R Ashwin (INDIA),122
2011,Azhar Ali (PAK),39
2011,S Badrinath (INDIA),40
2011,A Bagai (CAN),225
2011,HS Baidwan (CAN),68
2011,JM Bairstow (ENG),90
2011,WD Balaji Rao (CAN),22
2011,AB Barath (WI),180
2011,W Barresi (NL),249
2011,CS Baugh (WI),195
2011,IR Bell (ENG),612
2011,SJ Benn (WI),22
2011,HK Bennett (NZ),7
2011,RD Berrington (SCOT),95
2011,RA Bhatti (CAN),3
2011,D Bishoo (WI),10
2011,DE Bollinger (AUS),46
2011,RS Bopara (ENG),420
2011,PW Borren (NL),314
2011,SG Borthwick (ENG),18
2011,AC Botha (IRE),22
2011,J Botha (SA),169
2011,MV Boucher (SA),22
2011,CR Brathwaite (WI),11
2011,DJ Bravo (WI),195
2011,DM Bravo (WI),637
2011,TT Bresnan (ENG),261
2011,SCJ Broad (ENG),20
2011,Mudassar Bukhari (NL),174
2011,AF Buurman (NL),26
2011,RW Chakabva (ZIM),50
2011,S Chanderpaul (WI),130
2011,LD Chandimal (SL),297
2011,PP Chawla (INDIA),10
2011,CJ Chibhabha (ZIM),78
2011,E Chigumbura (ZIM),282
2011,MJ Clarke (AUS),900
2011,KJ Coetzer (SCOT),252
2011,PD Collingwood (ENG),114
2011,AN Cook (ENG),600
2011,TLW Cooper (NL),275
2011,CK Coventry (ZIM),18
2011,AG Cremer (ZIM),99
2011,PJ Cummins (AUS),17
2011,AR Cusack (IRE),209
2011,JH Davey (SCOT),101
2011,SM Davies (ENG),42
2011,JM Davison (CAN),33
2011,Dawlat Zadran (AFG),0
2011,TN de Grooth (NL),80
2011,JW Dernbach (ENG),13
2011,PA Desai (CAN),3
2011,AB de Villiers (SA),467
2011,S Dhawan (INDIA),69
2011,MS Dhoni (INDIA),764
2011,WP Diepeveen (NL),6
2011,TM Dilshan (SL),820
2011,GH Dockrell (IRE),55
2011,XJ Doherty (AUS),14
2011,R Dravid (INDIA),124
2011,GD Drummond (SCOT),25
2011,JP Duminy (SA),563
2011,F du Plessis (SA),288
2011,KA Edwards (WI),153
2011,Elias Sunny (BDESH),1
2011,RMS Eranga (SL),3
2011,CR Ervine (ZIM),257
2011,Farhad Reza (BDESH),22
2011,CJ Ferguson (AUS),64
2011,CRD Fernando (SL),0
2011,ST Finn (ENG),62
2011,JEC Franklin (NZ),139
2011,G Gambhir (INDIA),720
2011,CH Gayle (WI),202
2011,TG Gordon (CAN),27
2011,G Goudie (SCOT),0
2011,TGJ Gruijters (NL),33
2011,RD Gudhka (KENYA),17
2011,Gulbadin Naib (AFG),0
2011,R Gunasekera (CAN),117
2011,MJ Guptill (NZ),650
2011,BJ Haddin (AUS),634
2011,Hamid Hassan (AFG),1
2011,Hammad Azam (PAK),38
2011,Hamza Tariq (CAN),42
2011,AS Hansra (CAN),292
2011,RM Haq (SCOT),34
2011,Harbhajan Singh (INDIA),107
2011,JW Hastings (AUS),66
2011,NM Hauritz (AUS),2
2011,TJ Heggelman (NL),24
2011,HMRKB Herath (SL),15
2011,JM How (NZ),75
2011,DJ Hussey (AUS),342
2011,MEK Hussey (AUS),414
2011,DP Hyatt (WI),112
2011,Imran Farhat (PAK),261
2011,Imran Tahir (SA),1
2011,Imrul Kayes (BDESH),421
2011,CA Ingram (SA),86
2011,RA Jadeja (INDIA),220
2011,KM Jarvis (ZIM),8
2011,ST Jayasuriya (SL),2
2011,DPMD Jayawardene (SL),1032
2011,MG Johnson (AUS),208
2011,DT Johnston (IRE),93
2011,NG Jones (IRE),5
2011,EC Joyce (IRE),306
2011,Junaid Khan (PAK),2
2011,Junaid Siddique (BDESH),140
2011,Junaid Siddiqui (CAN),35
2011,JH Kallis (SA),370
2011,S Randiv (SL),83
2011,JK Kamande (KENYA),27
2011,Kamran Akmal (PAK),347
2011,SHT Kandamby (SL),56
2011,CK Kapugedera (SL),20
2011,IA Karim (KENYA),53
2011,Karim Sadiq (AFG),35
2011,FDM Karunaratne (SL),64
2011,AN Kervezee (NL),130
2011,Z Khan (INDIA),62
2011,Khurram Chohan (CAN),50
2011,C Kieswetter (ENG),489
2011,V Kohli (INDIA),1381
2011,JJ Krejza (AUS),13
2011,BP Kruger (NL),8
2011,N Kruger (NL),39
2011,CKB Kulasekara (SL),0
2011,KMDN Kulasekara (SL),170
2011,NR Kumar (CAN),66
2011,P Kumar (INDIA),51
2011,RAS Lakmal (SL),1
2011,GA Lamb (ZIM),63
2011,B Lee (AUS),60
2011,BP Loots (NL),6
2011,NFI McCallum (SCOT),25
2011,BB McCullum (NZ),470
2011,NL McCullum (NZ),233
2011,AJ McKay (NZ),0
2011,CS MacLeod (SCOT),68
2011,Mahmudullah (BDESH),304
2011,GI Maiden (SCOT),18
2011,SL Malinga (SL),92
2011,MR Marsh (AUS),8
2011,SE Marsh (AUS),235
2011,A Martin (WI),10
2011,H Masakadza (ZIM),341
2011,AD Mathews (SL),505
2011,SC Meaker (ENG),2
2011,BAW Mendis (SL),15
2011,BMAJ Mendis (SL),164
2011,KO Meth (ZIM),20
2011,DA Miller (SA),117
2011,NO Miller (WI),29
2011,KD Mills (NZ),28
2011,Mirwais Ashraf (AFG),10
2011,Misbah-ul-Haq (PAK),964
2011,A Mishra (INDIA),5
2011,T Mishra (KENYA),177
2011,A Mithun (INDIA),23
2011,Mohammad Ashraful (BDESH),37
2011,Mohammad Hafeez (PAK),1075
2011,Mohammad Nabi (AFG),105
2011,Mohammad Salman (PAK),22
2011,Mohammad Shahzad (AFG),9
2011,JN Mohammed (WI),2
2011,PL Mommsen (SCOT),62
2011,JF Mooney (IRE),115
2011,EJG Morgan (ENG),443
2011,M Morkel (SA),11
2011,CB Mpofu (ZIM),7
2011,M Muralitharan (SL),7
2011,N Mushangwe (ZIM),7
2011,Mushfiqur Rahim (BDESH),527
2011,F Mutizwa (ZIM),140
2011,SJ Myburgh (NL),61
2011,Naeem Islam (BDESH),127
2011,SP Narine (WI),35
2011,Nasir Hossain (BDESH),254
2011,Nawroz Mangal (AFG),48
2011,Nazmul Hossain (BDESH),0
2011,N Ncube (ZIM),0
2011,A Nehra (INDIA),9
2011,JO Ngoche (KENYA),10
2011,SO Ngoche (KENYA),0
2011,RJ Nicol (NZ),131
2011,Noor Ali Zadran (AFG),1
2011,AA Obanda (KENYA),43
2011,KJ O'Brien (IRE),324
2011,NJ O'Brien (IRE),274
2011,CO Obuya (KENYA),304
2011,DO Obuya (KENYA),83
2011,NN Odhiambo (KENYA),56
2011,TM Odoyo (KENYA),102
2011,LN Oluoch (KENYA),6
2011,PJ Ongondo (KENYA),6
2011,JDP Oram (NZ),90
2011,H Osinde (CAN),9
2011,E Otieno (KENYA),13
2011,MA Ouma (KENYA),22
2011,TD Paine (AUS),12
2011,T Panyangara (ZIM),4
2011,WD Parnell (SA),38
2011,H Patel (CAN),232
2011,MM Patel (INDIA),12
2011,PA Patel (INDIA),491
2011,RR Patel (KENYA),99
2011,SR Patel (ENG),190
2011,IK Pathan (INDIA),4
2011,YK Pathan (INDIA),282
2011,JL Pattinson (AUS),0
2011,NLTC Perera (SL),108
2011,RJ Peterson (SA),78
2011,KP Pietersen (ENG),571
2011,LE Plunkett (ENG),20
2011,KA Pollard (WI),528
2011,RT Ponting (AUS),604
2011,WTS Porterfield (IRE),355
2011,KOA Powell (WI),47
2011,AD Poynter (IRE),51
2011,KTGD Prasad (SL),0
2011,S Prasanna (SL),18
2011,RW Price (ZIM),54
2011,MJ Prior (ENG),216
2011,AM Rahane (INDIA),340
2011,SK Raina (INDIA),722
2011,D Ramdin (WI),168
2011,R Rampaul (WI),130
2011,WB Rankin (IRE),9
2011,Raqibul Hasan (BDESH),77
2011,Rizwan Cheema (CAN),184
2011,KAJ Roach (WI),106
2011,Rubel Hossain (BDESH),28
2011,AD Russell (WI),336
2011,JD Ryder (NZ),399
2011,Saeed Ajmal (PAK),43
2011,TT Samaraweera (SL),114
2011,Samiullah Shinwari (AFG),15
2011,DJG Sammy (WI),212
2011,MN Samuels (WI),460
2011,KC Sangakkara (SL),1127
2011,Sarfaraz Ahmed (PAK),55
2011,RR Sarwan (WI),546
2011,PM Seelaar (NL),7
2011,V Sehwag (INDIA),645
2011,Shabir Noori (AFG),95
2011,Shafiul Islam (BDESH),50
2011,Shahid Afridi (PAK),462
2011,Shahriar Nafees (BDESH),225
2011,A Shahzad (ENG),34
2011,Shakib Al Hasan (BDESH),564
2011,SM Sharif (SCOT),10
2011,I Sharma (INDIA),0
2011,RG Sharma (INDIA),611
2011,Shoaib Akhtar (PAK),3
2011,Shoaib Malik (PAK),35
2011,Shuvagata Hom (BDESH),70
2011,V Sibanda (ZIM),478
2011,LPC Silva (SL),150
2011,LMP Simmons (WI),792
2011,DS Smith (WI),333
2011,GC Smith (SA),419
2011,SPD Smith (AUS),204
2011,Sohail Tanvir (PAK),86
2011,Sohrawordi Shuvo (BDESH),39
2011,TG Southee (NZ),27
2011,DW Steyn (SA),55
2011,PR Stirling (IRE),450
2011,BA Stokes (ENG),30
2011,AJ Strauss (ENG),513
2011,SB Styris (NZ),266
2011,ZE Surkari (CAN),118
2011,GP Swann (ENG),160
2011,MR Swart (NL),46
2011,ES Szwarczynski (NL),77
2011,T Taibu (ZIM),485
2011,SW Tait (AUS),0
2011,Tamim Iqbal (BDESH),475
2011,Tanvir Ahmed (PAK),18
2011,Taufeeq Umar (PAK),57
2011,BRM Taylor (ZIM),743
2011,LRPL Taylor (NZ),561
2011,JWA Taylor (ENG),1
2011,RN ten Doeschate (NL),307
2011,SR Tendulkar (INDIA),513
2011,VAB Tewarie (NL),4
2011,WU Tharanga (SL),826
2011,DC Thomas (WI),41
2011,SO Tikolo (KENYA),44
2011,MK Tiwary (INDIA),163
2011,JC Tredwell (ENG),25
2011,CT Tremlett (ENG),12
2011,IJL Trott (ENG),1315
2011,LL Tsotsobe (SA),10
2011,Umar Akmal (PAK),785
2011,Umar Gul (PAK),47
2011,Usman Limbada (CAN),101
2011,Usman Salahuddin (PAK),13
2011,P Utseya (ZIM),176
2011,MN van Wyk (SA),136
2011,HA Varaiya (KENYA),2
2011,DL Vettori (NZ),66
2011,M Vijay (INDIA),18
2011,R Vinay Kumar (INDIA),24
2011,BV Vitori (ZIM),3
2011,AC Voges (AUS),80
2011,Wahab Riaz (PAK),28
2011,MN Waller (ZIM),245
2011,DA Warner (AUS),104
2011,SR Waters (KENYA),120
2011,BJ Watling (NZ),19
2011,SR Watson (AUS),1139
2011,DF Watts (SCOT),90
2011,DS Wesonga (KENYA),2
2011,BA Westdijk (NL),1
2011,K Whatham (CAN),18
2011,AR White (IRE),23
2011,CL White (AUS),271
2011,SC Williams (ZIM),58
2011,KS Williamson (NZ),270
2011,GC Wilson (IRE),301
2011,CR Woakes (ENG),39
2011,LJ Woodcock (NZ),14
2011,LJ Wright (ENG),101
2011,UT Yadav (INDIA),17
2011,MH Yardy (ENG),156
2011,Younis Khan (PAK),744
2011,Yuvraj Singh (INDIA),453
2011,Zahid Hussain (CAN),9
2011,B Zuiderent (NL),17
2012,Abdur Razzak (BDESH),13
2012,Abdur Rehman (PAK),25
2012,Adnan Akmal (PAK),11
2012,RG Aga (KENYA),12
2012,Ahsan Malik (NL),0
2012,Aizaz Cheema (PAK),17
2012,DI Allan (KENYA),18
2012,Amir Hamza (AFG),3
2012,HM Amla (SA),678
2012,Anamul Haque (BDESH),195
2012,JM Anderson (ENG),5
2012,Asad Shafiq (PAK),267
2012,Asghar Afghan (AFG),98
2012,R Ashwin (INDIA),135
2012,Azhar Ali (PAK),411
2012,GJ Bailey (AUS),441
2012,JM Bairstow (ENG),29
2012,AB Barath (WI),83
2012,W Barresi (NL),51
2012,MD Bates (NZ),13
2012,CS Baugh (WI),64
2012,IR Bell (ENG),549
2012,RD Berrington (SCOT),9
2012,TL Best (WI),15
2012,RS Bopara (ENG),339
2012,PW Borren (NL),24
2012,J Botha (SA),5
2012,TA Boult (NZ),7
2012,DAJ Bracewell (NZ),14
2012,DJ Bravo (WI),255
2012,DM Bravo (WI),217
2012,TT Bresnan (ENG),25
2012,SCJ Broad (ENG),23
2012,DG Brownlie (NZ),22
2012,Mudassar Bukhari (NL),8
2012,JC Buttler (ENG),0
2012,RW Chakabva (ZIM),37
2012,LD Chandimal (SL),845
2012,J Charles (WI),152
2012,E Chigumbura (ZIM),94
2012,DT Christian (AUS),250
2012,MJ Clarke (AUS),656
2012,KJ Coetzer (SCOT),4
2012,AN Cook (ENG),663
2012,TLW Cooper (NL),52
2012,PJ Cummins (AUS),4
2012,AR Cusack (IRE),29
2012,D Daesrath (CAN),24
2012,JH Davey (SCOT),23
2012,Dawlat Zadran (AFG),36
2012,C de Grandhomme (NZ),36
2012,TN de Grooth (NL),5
2012,JW Dernbach (ENG),2
2012,AB de Villiers (SA),645
2012,MS Dhoni (INDIA),524
2012,TM Dilshan (SL),1119
2012,GH Dockrell (IRE),12
2012,XJ Doherty (AUS),37
2012,JP Duminy (SA),312
2012,F du Plessis (SA),275
2012,D Elgar (SA),93
2012,Elias Sunny (BDESH),1
2012,AM Ellis (NZ),132
2012,RMS Eranga (SL),0
2012,N Pradeep (SL),0
2012,CRD Fernando (SL),0
2012,ST Finn (ENG),15
2012,DR Flynn (NZ),61
2012,PJ Forrest (AUS),368
2012,JEC Franklin (NZ),156
2012,G Gambhir (INDIA),685
2012,CH Gayle (WI),345
2012,JOA Gordon (CAN),1
2012,G Goudie (SCOT),17
2012,Gulbadin Naib (AFG),49
2012,R Gunasekera (CAN),53
2012,MJ Guptill (NZ),400
2012,Hammad Azam (PAK),38
2012,AS Hansra (CAN),6
2012,RM Haq (SCOT),0
2012,RJ Harris (AUS),5
2012,HMRKB Herath (SL),39
2012,BW Hilfenhaus (AUS),0
2012,DJ Hussey (AUS),728
2012,MEK Hussey (AUS),580
2012,Imran Farhat (PAK),174
2012,CA Ingram (SA),14
2012,Izatullah Dawlatzai (AFG),1
2012,RA Jadeja (INDIA),105
2012,Jahurul Islam (BDESH),88
2012,KM Jarvis (ZIM),2
2012,Javed Ahmadi (AFG),72
2012,DPMD Jayawardene (SL),785
2012,MG Johnson (AUS),12
2012,DT Johnston (IRE),23
2012,EC Joyce (IRE),158
2012,Junaid Khan (PAK),0
2012,Junaid Siddiqui (CAN),11
2012,JH Kallis (SA),126
2012,Kamran Akmal (PAK),6
2012,CK Kapugedera (SL),78
2012,Karim Sadiq (AFG),168
2012,AN Kervezee (NL),130
2012,Z Khan (INDIA),11
2012,C Kieswetter (ENG),203
2012,V Kohli (INDIA),1026
2012,CKB Kulasekara (SL),38
2012,KMDN Kulasekara (SL),235
2012,NR Kumar (CAN),9
2012,P Kumar (INDIA),16
2012,RAS Lakmal (SL),0
2012,TWM Latham (NZ),138
2012,B Lee (AUS),219
2012,NM Lyon (AUS),4
2012,BB McCullum (NZ),416
2012,NL McCullum (NZ),176
2012,AJ McKay (NZ),2
2012,CJ McKay (AUS),87
2012,R McLaren (SA),1
2012,CS MacLeod (SCOT),99
2012,MF Maharoof (SL),58
2012,Mahmudullah (BDESH),212
2012,SL Malinga (SL),69
2012,H Masakadza (ZIM),12
2012,SW Masakadza (ZIM),40
2012,Mashrafe Mortaza (BDESH),43
2012,AD Mathews (SL),534
2012,S Matsikenyeri (ZIM),9
2012,TMK Mawoyo (ZIM),9
2012,GJ Maxwell (AUS),124
2012,BAW Mendis (SL),3
2012,BMAJ Mendis (SL),153
2012,KO Meth (ZIM),10
2012,KD Mills (NZ),26
2012,AF Milne (NZ),12
2012,Mirwais Ashraf (AFG),12
2012,Misbah-ul-Haq (PAK),493
2012,T Mishra (KENYA),72
2012,Mohammad Hafeez (PAK),476
2012,Mohammad Nabi (AFG),129
2012,Mohammad Shahzad (AFG),91
2012,Mominul Haque (BDESH),69
2012,PL Mommsen (SCOT),5
2012,JF Mooney (IRE),44
2012,EJG Morgan (ENG),364
2012,JA Morkel (SA),103
2012,M Morkel (SA),8
2012,TJ Murtagh (IRE),15
2012,Mushfiqur Rahim (BDESH),264
2012,SJ Myburgh (NL),28
2012,Naeem Islam (BDESH),60
2012,Najibullah Zadran (AFG),23
2012,SP Narine (WI),107
2012,Nasir Hossain (BDESH),244
2012,Nasir Jamshed (PAK),462
2012,Nawroz Mangal (AFG),56
2012,Nazimuddin (BDESH),57
2012,TS Nethula (NZ),12
2012,JO Ngoche (KENYA),1
2012,SO Ngoche (KENYA),28
2012,RJ Nicol (NZ),449
2012,Noor Ali Zadran (AFG),9
2012,AA Obanda (KENYA),14
2012,KJ O'Brien (IRE),89
2012,NJ O'Brien (IRE),17
2012,CO Obuya (KENYA),39
2012,DO Obuya (KENYA),30
2012,NN Odhiambo (KENYA),17
2012,PP Ojha (INDIA),5
2012,JL Ontong (SA),17
2012,JDP Oram (NZ),141
2012,WD Parnell (SA),66
2012,H Patel (CAN),3
2012,PA Patel (INDIA),4
2012,RR Patel (KENYA),51
2012,SR Patel (ENG),101
2012,IK Pathan (INDIA),172
2012,JL Pattinson (AUS),36
2012,NLTC Perera (SL),246
2012,V Permaul (WI),11
2012,AN Petersen (SA),60
2012,RJ Peterson (SA),81
2012,VD Philander (SA),2
2012,KP Pietersen (ENG),281
2012,KA Pollard (WI),481
2012,RT Ponting (AUS),18
2012,WTS Porterfield (IRE),26
2012,KOA Powell (WI),104
2012,KTGD Prasad (SL),46
2012,S Prasanna (SL),13
2012,RW Price (ZIM),40
2012,AM Rahane (INDIA),9
2012,Rahat Ali (PAK),0
2012,SK Raina (INDIA),492
2012,D Ramdin (WI),38
2012,R Rampaul (WI),44
2012,DR Ramsammy (CAN),0
2012,WB Rankin (IRE),1
2012,KAJ Roach (WI),18
2012,Rubel Hossain (BDESH),1
2012,AD Russell (WI),259
2012,JD Ryder (NZ),6
2012,Saeed Ajmal (PAK),53
2012,Samiullah Shinwari (AFG),76
2012,DJG Sammy (WI),343
2012,MN Samuels (WI),482
2012,KC Sangakkara (SL),1184
2012,Sarfaraz Ahmed (PAK),85
2012,PM Seelaar (NL),3
2012,V Sehwag (INDIA),217
2012,SMSM Senanayake (SL),63
2012,Shabir Noori (AFG),13
2012,Shafiul Islam (BDESH),1
2012,Shahadat Hossain (BDESH),0
2012,Shahid Afridi (PAK),182
2012,Shapoor Zadran (AFG),3
2012,Shakib Al Hasan (BDESH),237
2012,R Sharma (INDIA),1
2012,RG Sharma (INDIA),168
2012,Shoaib Malik (PAK),64
2012,LMP Simmons (WI),52
2012,DR Smith (WI),177
2012,GC Smith (SA),338
2012,SPD Smith (AUS),29
2012,Sohag Gazi (BDESH),62
2012,Sohail Tanvir (PAK),15
2012,D Soraine (CAN),6
2012,TG Southee (NZ),77
2012,JH Stander (SCOT),8
2012,MA Starc (AUS),43
2012,DW Steyn (SA),5
2012,PR Stirling (IRE),99
2012,GP Swann (ENG),13
2012,MR Swart (NL),94
2012,T Taibu (ZIM),96
2012,Tamim Iqbal (BDESH),347
2012,BRM Taylor (ZIM),127
2012,LRPL Taylor (NZ),223
2012,SR Tendulkar (INDIA),315
2012,WU Tharanga (SL),752
2012,HDRL Thirimanne (SL),571
2012,DC Thomas (WI),120
2012,MK Tiwary (INDIA),86
2012,JC Tredwell (ENG),7
2012,IJL Trott (ENG),410
2012,LL Tsotsobe (SA),0
2012,Umar Akmal (PAK),407
2012,Umar Gul (PAK),93
2012,Usman Limbada (CAN),0
2012,P Utseya (ZIM),32
2012,T van der Gugten (NL),2
2012,HA Varaiya (KENYA),0
2012,R Vinay Kumar (INDIA),19
2012,BV Vitori (ZIM),0
2012,MS Wade (AUS),546
2012,Wahab Riaz (PAK),8
2012,MN Waller (ZIM),34
2012,DA Warner (AUS),840
2012,BJ Watling (NZ),338
2012,SR Watson (AUS),377
2012,AR White (IRE),38
2012,KS Williamson (NZ),356
2012,GC Wilson (IRE),45
2012,CR Woakes (ENG),33
2012,UT Yadav (INDIA),6
2012,Younis Khan (PAK),225
2012,Yuvraj Singh (INDIA),2
2012,Zakiullah Zaki (AFG),3
2012,Zeeshan Siddiqi (CAN),43
2013,KJ Abbott (SA),5
2013,Abdur Razzak (BDESH),95
2013,Abdur Rehman (PAK),30
2013,Abul Hasan (BDESH),3
2013,RG Aga (KENYA),36
2013,Ahmed Shehzad (PAK),809
2013,Ahsan Malik (NL),14
2013,DI Allan (KENYA),18
2013,HM Amla (SA),838
2013,Anamul Haque (BDESH),66
2013,CJ Anderson (NZ),127
2013,JM Anderson (ENG),33
2013,Anwar Ali (PAK),92
2013,Asad Ali (PAK),13
2013,Asad Shafiq (PAK),166
2013,Asghar Afghan (AFG),47
2013,R Ashwin (INDIA),167
2013,Azhar Ali (PAK),2
2013,A Bagai (CAN),3
2013,HS Baidwan (CAN),2
2013,GJ Bailey (AUS),1098
2013,GS Ballance (ENG),0
2013,W Barresi (NL),110
2013,F Behardien (SA),172
2013,IR Bell (ENG),645
2013,RD Berrington (SCOT),125
2013,TL Best (WI),9
2013,Bilawal Bhatti (PAK),62
2013,RS Bopara (ENG),317
2013,PW Borren (NL),100
