Year,Player,Runs
1982,DI Gower (ENG),189
1982,CG Greenidge (WI),292
1982,RJ Hadlee (NZ),36
1982,Haroon Rasheed (PAK),71
1982,DL Haynes (WI),131
1982,EE Hemmings (ENG),1
1982,MA Holding (WI),21
1982,DW Hookes (AUS),18
1982,GP Howarth (NZ),53
1982,KJ Hughes (AUS),236
1982,Ijaz Faqih (PAK),6
1982,Imran Khan (PAK),284
1982,Iqbal Qasim (PAK),15
1982,Javed Miandad (PAK),501
1982,RSA Jayasekera (SL),17
1982,LWS Kaluperuma (SL),14
1982,N Kapil Dev (INDIA),230
1982,SMH Kirmani (INDIA),62
1982,BM Laird (AUS),346
1982,AJ Lamb (ENG),279
1982,GF Lawson (AUS),5
1982,JK Lever (ENG),2
1982,DK Lillee (AUS),43
1982,CH Lloyd (WI),249
1982,RB McCosker (AUS),51
1982,S Madan Lal (INDIA),54
1982,RS Madugalle (SL),142
1982,Majid Khan (PAK),38
1982,AO Malhotra (INDIA),143
1982,MF Malone (AUS),31
1982,Mansoor Akhtar (PAK),170
1982,RW Marsh (AUS),101
1982,MD Marshall (WI),37
1982,LRD Mendis (SL),169
1982,G Miller (ENG),26
1982,Mohsin Khan (PAK),471
1982,Mudassar Nazar (PAK),372
1982,SV Nayak (INDIA),3
1982,GAHM Parkar (INDIA),12
1982,LS Pascoe (AUS),27
1982,SM Patil (INDIA),283
1982,DR Pringle (ENG),34
1982,AN Ranasinghe (SL),130
1982,A Ranatunga (SL),68
1982,DW Randall (ENG),30
1982,RJ Ratnayake (SL),6
1982,JR Ratnayeke (SL),9
1982,JF Reid (NZ),20
1982,CJ Richards (ENG),3
1982,IVA Richards (WI),383
1982,GM Ritchie (AUS),4
1982,AME Roberts (WI),21
1982,Saleem Malik (PAK),0
1982,Sarfraz Nawaz (PAK),31
1982,RJ Shastri (INDIA),30
1982,Sikander Bakht (PAK),3
1982,IDS Smith (NZ),14
1982,MC Snedden (NZ),4
1982,K Srikkanth (INDIA),297
1982,Tahir Naqqash (PAK),45
1982,CJ Tavare (ENG),173
1982,RW Taylor (ENG),9
1982,JR Thomson (AUS),49
1982,GB Troup (NZ),2
1982,DL Underwood (ENG),4
1982,DB Vengsarkar (INDIA),227
1982,GR Viswanath (INDIA),9
1982,B Warnapura (SL),101
1982,Wasim Bari (PAK),18
1982,Wasim Raja (PAK),196
1982,S Wettimuny (SL),328
1982,RGD Willis (ENG),2
1982,B Wood (ENG),93
1982,GM Wood (AUS),317
1982,JG Wright (NZ),23
1982,B Yardley (AUS),23
1982,Yashpal Sharma (INDIA),199
1982,Zaheer Abbas (PAK),677
1983,Abdul Qadir (PAK),62
1983,PJW Allott (ENG),8
1983,M Amarnath (INDIA),468
1983,J Arun Lal (INDIA),16
1983,KBJ Azad (INDIA),56
1983,Azeem Hafeez (PAK),12
1983,SFAF Bacchus (WI),235
1983,EAE Baptiste (WI),5
1983,RMH Binny (INDIA),173
1983,AR Border (AUS),428
1983,IT Botham (ENG),275
1983,JG Bracewell (NZ),41
1983,RD Brown (ZIM),93
1983,IP Butchart (ZIM),82
1983,BL Cairns (NZ),335
1983,GS Chappell (AUS),274
1983,TM Chappell (AUS),139
1983,EJ Chatfield (NZ),49
1983,JV Coney (NZ),509
1983,G Cook (ENG),2
1983,NG Cowans (ENG),5
1983,JJ Crowe (NZ),345
1983,MD Crowe (NZ),318
1983,KM Curran (ZIM),212
1983,WW Daniel (WI),16
1983,WW Davis (WI),7
1983,RG de Alwis (SL),198
1983,ALF de Mel (SL),130
1983,DS de Silva (SL),172
1983,RL Dias (SL),157
1983,GR Dilley (ENG),90
1983,PJL Dujon (WI),190
1983,J Dyson (AUS),317
1983,BA Edgar (NZ),552
1983,ERNS Fernando (SL),101
1983,DAG Fletcher (ZIM),191
1983,G Fowler (ENG),360
1983,TJ Franklin (NZ),0
1983,AD Gaekwad (INDIA),22
1983,J Garner (WI),42
1983,MW Gatting (ENG),83
1983,SM Gavaskar (INDIA),383
1983,HA Gomes (WI),343
1983,Y Goonasekera (SL),69
1983,IJ Gould (ENG),155
1983,DI Gower (ENG),1086
1983,CG Greenidge (WI),749
1983,RJ Hadlee (NZ),293
1983,RA Harper (WI),0
1983,DL Haynes (WI),520
1983,EE Hemmings (ENG),3
1983,JG Heron (ZIM),50
1983,TG Hogan (AUS),55
1983,RM Hogg (AUS),42
1983,VR Hogg (ZIM),7
1983,MA Holding (WI),38
1983,DW Hookes (AUS),641
1983,DL Houghton (ZIM),176
1983,GP Howarth (NZ),428
1983,KJ Hughes (AUS),315
1983,Ijaz Faqih (PAK),61
1983,Imran Khan (PAK),283
1983,RD Jackman (ENG),18
1983,Jalal-ud-Din (PAK),5
1983,Javed Miandad (PAK),293
1983,TE Jesty (ENG),127
1983,VB John (SL),35
1983,N Kapil Dev (INDIA),527
1983,SMH Kirmani (INDIA),92
1983,RR Kulkarni (INDIA),1
1983,DSBP Kuruppu (SL),182
1983,AJ Lamb (ENG),648
1983,GF Lawson (AUS),103
1983,WK Lees (NZ),110
1983,DK Lillee (AUS),8
1983,CH Lloyd (WI),184
1983,AL Logie (WI),6
1983,KH MacLeay (AUS),73
1983,S Madan Lal (INDIA),153
1983,RS Madugalle (SL),190
1983,JN Maguire (AUS),3
1983,AO Malhotra (INDIA),189
1983,Mansoor Akhtar (PAK),9
1983,VJ Marks (ENG),118
1983,RW Marsh (AUS),257
1983,MD Marshall (WI),47
1983,LRD Mendis (SL),194
1983,G Miller (ENG),64
1983,Mohammad Nazir (PAK),0
1983,Mohsin Khan (PAK),256
1983,JFM Morrison (NZ),130
1983,Mudassar Nazar (PAK),194
1983,AH Omarshah (ZIM),26
1983,GAHM Parkar (INDIA),42
1983,GA Paterson (ZIM),99
1983,SM Patil (INDIA),299
1983,GE Peckover (ZIM),33
1983,DR Pringle (ENG),11
1983,AJ Pycroft (ZIM),71
1983,Qasim Umar (PAK),5
1983,CG Rackemann (AUS),2
1983,A Ranatunga (SL),145
1983,DW Randall (ENG),342
1983,Rashid Khan (PAK),9
1983,RJ Ratnayake (SL),70
1983,JR Ratnayeke (SL),54
1983,PWE Rawson (ZIM),24
1983,IVA Richards (WI),730
1983,RB Richardson (WI),46
1983,AME Roberts (WI),66
1983,Saleem Malik (PAK),27
1983,MAR Samarasekera (SL),5
1983,BS Sandhu (INDIA),44
1983,Sarfraz Nawaz (PAK),53
1983,Shahid Mahboob (PAK),100
1983,RJ Shastri (INDIA),211
1983,IDS Smith (NZ),8
1983,SB Smith (AUS),164
1983,MC Snedden (NZ),187
1983,K Srikkanth (INDIA),310
1983,Tahir Naqqash (PAK),1
1983,CJ Tavare (ENG),456
1983,RW Taylor (ENG),7
1983,JR Thomson (AUS),38
1983,AJ Traicos (ZIM),25
1983,GB Troup (NZ),39
1983,GM Turner (NZ),834
1983,DB Vengsarkar (INDIA),188
1983,S Venkataraghavan (INDIA),3
1983,Wasim Bari (PAK),81
1983,Wasim Raja (PAK),41
1983,PN Webb (NZ),30
1983,RJ Webb (NZ),6
1983,KC Wessels (AUS),429
1983,MD Wettimuny (SL),2
1983,S Wettimuny (SL),287
1983,MR Whitney (AUS),1
1983,RGD Willis (ENG),21
1983,GM Wood (AUS),379
1983,RD Woolley (AUS),31
1983,JG Wright (NZ),598
1983,GN Yallop (AUS),396
1983,Yashpal Sharma (INDIA),349
1983,Zaheer Abbas (PAK),494
1984,Abdul Qadir (PAK),70
1984,TM Alderman (AUS),7
1984,M Amarnath (INDIA),6
1984,Anil Dalpat (PAK),6
1984,Ashraf Ali (PAK),17
1984,KBJ Azad (INDIA),56
1984,Azeem Hafeez (PAK),10
1984,DL Bairstow (ENG),30
1984,EAE Baptiste (WI),106
1984,RMH Binny (INDIA),115
1984,SL Boock (NZ),8
1984,DC Boon (AUS),39
1984,AR Border (AUS),438
1984,IT Botham (ENG),91
1984,JG Bracewell (NZ),32
1984,BL Cairns (NZ),92
1984,EJ Chatfield (NZ),6
1984,JV Coney (NZ),192
1984,NG Cowans (ENG),4
1984,JJ Crowe (NZ),161
1984,MD Crowe (NZ),416
1984,WW Daniel (WI),19
1984,RG de Alwis (SL),18
1984,ALF de Mel (SL),32
1984,DS de Silva (SL),61
1984,PA de Silva (SL),105
1984,RL Dias (SL),115
1984,GR Dilley (ENG),1
1984,PR Downton (ENG),71
1984,PJL Dujon (WI),262
1984,BA Edgar (NZ),64
1984,RM Ellison (ENG),18
1984,NA Foster (ENG),35
1984,G Fowler (ENG),148
1984,TJ Franklin (NZ),6
1984,RS Gabriel (WI),167
1984,AD Gaekwad (INDIA),12
1984,J Garner (WI),30
1984,MW Gatting (ENG),231
1984,SM Gavaskar (INDIA),150
1984,HA Gomes (WI),205
1984,DI Gower (ENG),201
1984,CG Greenidge (WI),223
1984,RJ Hadlee (NZ),72
1984,DL Haynes (WI),813
1984,TG Hogan (AUS),17
1984,RM Hogg (AUS),47
1984,MA Holding (WI),94
1984,DW Hookes (AUS),139
1984,GP Howarth (NZ),156
1984,KJ Hughes (AUS),522
1984,Ijaz Faqih (PAK),67
1984,Imran Khan (PAK),156
1984,Javed Miandad (PAK),475
1984,VB John (SL),9
1984,DM Jones (AUS),141
1984,N Kapil Dev (INDIA),101
1984,SHU Karnain (SL),29
1984,SC Khanna (INDIA),159
1984,DSBP Kuruppu (SL),70
1984,AJ Lamb (ENG),339
1984,GF Lawson (AUS),99
1984,CH Lloyd (WI),336
1984,TA Lloyd (ENG),101
1984,AL Logie (WI),248
1984,PE McEwan (NZ),45
1984,KH MacLeay (AUS),15
1984,S Madan Lal (INDIA),22
1984,RS Madugalle (SL),98
1984,JN Maguire (AUS),39
1984,Maninder Singh (INDIA),4
1984,Mansoor Akhtar (PAK),181
1984,Manzoor Elahi (PAK),114
1984,VJ Marks (ENG),108
1984,RW Marsh (AUS),282
1984,MD Marshall (WI),134
1984,Masood Iqbal (PAK),2
1984,GRJ Matthews (AUS),12
1984,LRD Mendis (SL),63
1984,G Miller (ENG),20
1984,Mohammad Nazir (PAK),2
1984,Mohsin Kamal (PAK),5
1984,Mohsin Khan (PAK),283
1984,Mudassar Nazar (PAK),281
1984,Naved Anjum (PAK),61
1984,GAHM Parkar (INDIA),111
1984,AK Patel (INDIA),6
1984,SM Patil (INDIA),156
1984,WB Phillips (AUS),153
1984,DR Pringle (ENG),16
1984,Qasim Umar (PAK),275
1984,CG Rackemann (AUS),18
1984,A Ranatunga (SL),138
1984,DW Randall (ENG),149
1984,Rashid Khan (PAK),72
1984,JR Ratnayeke (SL),29
1984,JF Reid (NZ),202
1984,IVA Richards (WI),695
1984,RB Richardson (WI),382
1984,GM Ritchie (AUS),340
1984,GK Robertson (NZ),21
1984,RT Robinson (ENG),16
1984,Saadat Ali (PAK),184
1984,Sajid Ali (PAK),16
1984,Saleem Malik (PAK),149
1984,Saleem Yousuf (PAK),1
1984,BS Sandhu (INDIA),7
1984,Sarfraz Nawaz (PAK),25
1984,Shahid Mahboob (PAK),19
1984,C Sharma (INDIA),42
1984,RJ Shastri (INDIA),279
1984,Shoaib Mohammad (PAK),67
1984,SAR Silva (SL),30
1984,CL Smith (ENG),109
1984,IDS Smith (NZ),148
1984,SB Smith (AUS),484
1984,MC Snedden (NZ),1
1984,K Srikkanth (INDIA),149
1984,DA Stirling (NZ),21
1984,Tahir Naqqash (PAK),13
1984,Tauseef Ahmed (PAK),42
1984,CJ Tavare (ENG),4
1984,RW Taylor (ENG),10
1984,DB Vengsarkar (INDIA),361
1984,Wasim Bari (PAK),33
1984,Wasim Raja (PAK),109
1984,PN Webb (NZ),8
1984,KC Wessels (AUS),802
1984,S Wettimuny (SL),89
1984,RGD Willis (ENG),14
1984,GM Wood (AUS),39
1984,JG Wright (NZ),166
1984,GN Yallop (AUS),109
1984,Yashpal Sharma (INDIA),41
1984,Zaheer Abbas (PAK),341
1984,Zakir Khan (PAK),8
1985,Abdul Qadir (PAK),62
1985,JP Agnew (ENG),2
1985,TM Alderman (AUS),8
1985,PJW Allott (ENG),2
1985,M Amarnath (INDIA),64
1985,Anil Dalpat (PAK),78
1985,Ashraf Ali (PAK),19
1985,Azeem Hafeez (PAK),23
1985,M Azharuddin (INDIA),444
1985,RJ Bailey (ENG),41
1985,EAE Baptiste (WI),8
1985,MJ Bennett (AUS),9
1985,RMH Binny (INDIA),31
1985,DC Boon (AUS),264
1985,AR Border (AUS),830
1985,IT Botham (ENG),101
1985,JG Bracewell (NZ),47
1985,BL Cairns (NZ),147
1985,EJ Chatfield (NZ),11
1985,JV Coney (NZ),242
1985,NG Cowans (ENG),4
1985,CS Cowdrey (ENG),51
1985,JJ Crowe (NZ),179
1985,MD Crowe (NZ),238
1985,WW Davis (WI),11
1985,ALF de Mel (SL),100
1985,DS de Silva (SL),53
1985,GN de Silva (SL),9
1985,PA de Silva (SL),384
1985,RL Dias (SL),587
1985,PR Downton (ENG),94
1985,PJL Dujon (WI),199
1985,PH Edmonds (ENG),69
1985,RM Ellison (ENG),41
1985,NA Foster (ENG),7
1985,G Fowler (ENG),206
1985,BN French (ENG),11
1985,J Garner (WI),42
1985,MW Gatting (ENG),124
1985,SM Gavaskar (INDIA),414
1985,N Gifford (ENG),0
1985,HA Gomes (WI),430
1985,GA Gooch (ENG),289
1985,DI Gower (ENG),231
1985,AH Gray (WI),7
1985,CG Greenidge (WI),367
1985,AP Gurusinha (SL),0
1985,RJ Hadlee (NZ),154
1985,RA Harper (WI),86
1985,RT Hart (NZ),3
1985,DL Haynes (WI),1232
1985,AMJ Hilditch (AUS),73
1985,RM Hogg (AUS),37
1985,MA Holding (WI),19
1985,GP Howarth (NZ),149
1985,KJ Hughes (AUS),26
1985,Imran Khan (PAK),255
1985,Iqbal Qasim (PAK),9
1985,Javed Miandad (PAK),721
1985,VB John (SL),29
1985,DM Jones (AUS),340
1985,N Kapil Dev (INDIA),263
1985,SHU Karnain (SL),174
1985,RB Kerr (AUS),97
1985,SMH Kirmani (INDIA),5
1985,DSBP Kuruppu (SL),41
1985,AJ Lamb (ENG),303
1985,GF Lawson (AUS),107
1985,CH Lloyd (WI),368
1985,AL Logie (WI),500
1985,RJ McCurdy (AUS),33
1985,CJ McDermott (AUS),38
1985,PE McEwan (NZ),36
1985,S Madan Lal (INDIA),18
1985,RS Madugalle (SL),252
1985,Manzoor Elahi (PAK),9
1985,VJ Marks (ENG),50
1985,MD Marshall (WI),79
1985,GRJ Matthews (AUS),72
1985,LRD Mendis (SL),436
1985,Mohsin Kamal (PAK),5
1985,Mohsin Khan (PAK),411
1985,MD Moxon (ENG),132
1985,Mudassar Nazar (PAK),575
1985,SP O'Donnell (AUS),326
1985,TRO Payne (WI),48
1985,WB Phillips (AUS),492
1985,PI Pocock (ENG),4
1985,M Prabhakar (INDIA),4
1985,DR Pringle (ENG),17
1985,Qasim Umar (PAK),193
1985,LS Rajput (INDIA),1
1985,Rameez Raja (PAK),620
1985,A Ranatunga (SL),283
1985,DW Randall (ENG),19
1985,Rashid Khan (PAK),25
1985,RJ Ratnayake (SL),145
1985,JR Ratnayeke (SL),163
1985,JF Reid (NZ),273
1985,IVA Richards (WI),1231
1985,RB Richardson (WI),701
1985,GM Ritchie (AUS),64
1985,SJ Rixon (AUS),20
1985,RT Robinson (ENG),81
1985,KR Rutherford (NZ),20
1985,Saleem Malik (PAK),251
1985,Saleem Yousuf (PAK),8
1985,C Sharma (INDIA),9
1985,RJ Shastri (INDIA),450
1985,Shoaib Mohammad (PAK),147
1985,SAR Silva (SL),411
1985,L Sivaramakrishnan (INDIA),3
1985,IDS Smith (NZ),142
1985,SB Smith (AUS),213
1985,MC Snedden (NZ),14
1985,K Srikkanth (INDIA),345
1985,Tahir Naqqash (PAK),129
1985,Tauseef Ahmed (PAK),3
1985,GB Troup (NZ),26
1985,DB Vengsarkar (INDIA),432
1985,S Viswanath (INDIA),47
1985,DM Vonhagt (SL),8
1985,CA Walsh (WI),7
1985,Wasim Akram (PAK),11
1985,Wasim Raja (PAK),78
1985,DM Wellham (AUS),19
1985,CM Wells (ENG),22
1985,KC Wessels (AUS),509
1985,S Wettimuny (SL),68
1985,RGCE Wijesuriya (SL),18
1985,P Willey (ENG),12
1985,GM Wood (AUS),603
1985,JG Wright (NZ),187
1985,Yashpal Sharma (INDIA),14
1985,Zaheer Abbas (PAK),198
1985,Zulqarnain (PAK),4
1986,Abdul Qadir (PAK),127
1986,KN Amalean (SL),9
1986,M Amarnath (INDIA),309
1986,Anil Dalpat (PAK),3
1986,SD Anurasiri (SL),11
1986,B Arun (INDIA),8
1986,Asif Mujtaba (PAK),11
1986,CWJ Athey (ENG),142
1986,KBJ Azad (INDIA),31
1986,M Azharuddin (INDIA),528
1986,WKM Benjamin (WI),10
1986,MR Benson (ENG),24
1986,CA Best (WI),10
1986,RMH Binny (INDIA),77
1986,TE Blain (NZ),68
1986,BR Blair (NZ),143
1986,SL Boock (NZ),0
1986,DC Boon (AUS),768
1986,AR Border (AUS),595
1986,IT Botham (ENG),51
1986,JG Bracewell (NZ),126
1986,RJ Bright (AUS),6
1986,EJ Chatfield (NZ),18
1986,JV Coney (NZ),410
1986,JJ Crowe (NZ),387
1986,MD Crowe (NZ),622
1986,SP Davis (AUS),8
1986,RG de Alwis (SL),51
1986,ALF de Mel (SL),99
1986,AM de Silva (SL),8
1986,PA de Silva (SL),147
1986,RL Dias (SL),33
1986,GR Dilley (ENG),8
1986,PR Downton (ENG),28
1986,PJL Dujon (WI),164
1986,GC Dyer (AUS),51
1986,BA Edgar (NZ),417
1986,PH Edmonds (ENG),0
1986,RM Ellison (ENG),27
1986,JE Emburey (ENG),42
1986,NA Foster (ENG),19
1986,G Fowler (ENG),30
1986,J Garner (WI),3
1986,MW Gatting (ENG),102
1986,SM Gavaskar (INDIA),805
1986,Gazi Ashraf (BDESH),10
1986,RS Ghai (INDIA),1
1986,Gholam Nousher (BDESH),4
1986,DR Gilbert (AUS),39
1986,SR Gillespie (NZ),45
1986,Golam Faruq (BDESH),17
1986,HA Gomes (WI),83
1986,GA Gooch (ENG),330
1986,DI Gower (ENG),137
1986,AH Gray (WI),13
1986,EJ Gray (NZ),57
1986,CG Greenidge (WI),330
1986,AP Gurusinha (SL),252
1986,RJ Hadlee (NZ),307
1986,Hafizur Rahman (BDESH),8
1986,RA Harper (WI),131
1986,DL Haynes (WI),416
1986,MA Holding (WI),5
1986,DW Hookes (AUS),5
1986,Ijaz Ahmed (PAK),67
1986,Imran Khan (PAK),186
1986,Jahangir Shah (BDESH),1
1986,Javed Miandad (PAK),632
1986,DM Jones (AUS),320
1986,N Kapil Dev (INDIA),517
1986,SMH Kirmani (INDIA),27
1986,RR Kulkarni (INDIA),14
1986,DSBP Kuruppu (SL),103
1986,GF Labrooy (SL),4
1986,AJ Lamb (ENG),186
1986,R Lamba (INDIA),289
1986,AL Logie (WI),161
1986,CJ McDermott (AUS),112
1986,EB McSweeney (NZ),51
1986,S Madan Lal (INDIA),63
1986,RS Mahanama (SL),156
1986,AO Malhotra (INDIA),125
1986,Maninder Singh (INDIA),11
1986,Manzoor Elahi (PAK),210
1986,GR Marsh (AUS),724
1986,MD Marshall (WI),89
1986,GRJ Matthews (AUS),318
1986,LRD Mendis (SL),158
1986,Minhajul Abedin (BDESH),46
1986,Mohsin Khan (PAK),326
1986,KS More (INDIA),7
1986,Mudassar Nazar (PAK),356
1986,Nurul Abedin (BDESH),13
1986,CS Pandit (INDIA),115
1986,SM Patil (INDIA),29
1986,WB Phillips (AUS),207
1986,DR Pringle (ENG),105
1986,Qasim Umar (PAK),49
1986,Rafiqul Alam (BDESH),24
1986,CPH Ramanayake (SL),0
1986,Rameez Raja (PAK),397
1986,SK Ranasinghe (SL),55
1986,A Ranatunga (SL),324
1986,Raqibul Hasan (BDESH),17
1986,RJ Ratnayake (SL),28
1986,JR Ratnayeke (SL),71
1986,BA Reid (AUS),16
1986,JF Reid (NZ),133
1986,CJ Richards (ENG),8
1986,IVA Richards (WI),333
1986,RB Richardson (WI),539
1986,GM Ritchie (AUS),462
1986,Rizwan-uz-Zaman (PAK),4
1986,GK Robertson (NZ),7
1986,RT Robinson (ENG),78
1986,KR Rutherford (NZ),309
1986,Sajid Ali (PAK),17
1986,Saleem Jaffar (PAK),2
1986,Saleem Malik (PAK),107
1986,Saleem Yousuf (PAK),76
1986,MAR Samarasekera (SL),5
1986,Samiur Rahman (BDESH),4
1986,Shaheedur Rahman (BDESH),62
1986,C Sharma (INDIA),167
1986,G Sharma (INDIA),7
1986,RJ Shastri (INDIA),441
1986,Shoaib Mohammad (PAK),105
1986,L Sivaramakrishnan (INDIA),2
1986,WN Slack (ENG),43
1986,DM Smith (ENG),10
1986,IDS Smith (NZ),4
1986,MC Snedden (NZ),29
1986,K Srikkanth (INDIA),748
1986,Tauseef Ahmed (PAK),6
1986,LB Taylor (ENG),1
1986,JG Thomas (ENG),0
1986,HP Tillakaratne (SL),39
1986,GS Trimble (AUS),4
1986,DB Vengsarkar (INDIA),477
1986,CA Walsh (WI),2
1986,Wasim Akram (PAK),68
1986,W Watson (NZ),1
1986,SR Waugh (AUS),514
1986,DM Wellham (AUS),61
1986,P Willey (ENG),51
1986,JG Wright (NZ),320
1986,NS Yadav (INDIA),1
1986,Zakir Khan (PAK),6
1986,TJ Zoehrer (AUS),17
1986,Zulqarnain (PAK),12
1987,Abdul Qadir (PAK),146
1987,M Amarnath (INDIA),33
1987,SD Anurasiri (SL),0
1987,KJ Arnott (ZIM),112
1987,Arshad Ayub (INDIA),10
1987,B Arun (INDIA),13
1987,J Arun Lal (INDIA),7
1987,Asif Mujtaba (PAK),67
1987,CWJ Athey (ENG),619
1987,M Azharuddin (INDIA),517
1987,RJ Bailey (ENG),11
1987,EAE Baptiste (WI),14
1987,WKM Benjamin (WI),63
1987,CA Best (WI),23
1987,RMH Binny (INDIA),0
1987,GA Bishop (AUS),13
1987,SL Boock (NZ),20
1987,DC Boon (AUS),656
1987,AR Border (AUS),642
1987,IT Botham (ENG),394
1987,JG Bracewell (NZ),62
1987,EA Brandes (ZIM),21
1987,BC Broad (ENG),1047
1987,RD Brown (ZIM),17
1987,IP Butchart (ZIM),98
1987,DJ Capel (ENG),110
1987,EJ Chatfield (NZ),11
1987,JV Coney (NZ),80
1987,JJ Crowe (NZ),189
1987,MD Crowe (NZ),324
1987,KM Curran (ZIM),75
1987,SP Davis (AUS),12
1987,RG de Alwis (SL),16
1987,PAJ DeFreitas (ENG),224
1987,ALF de Mel (SL),19
1987,PA de Silva (SL),155
1987,RL Dias (SL),127
1987,GR Dilley (ENG),10
1987,PR Downton (ENG),19
1987,PJL Dujon (WI),234
1987,GC Dyer (AUS),50
1987,PH Edmonds (ENG),16
1987,JE Emburey (ENG),326
1987,NH Fairbrother (ENG),80
1987,NA Foster (ENG),84
1987,BN French (ENG),21
1987,AD Gaekwad (INDIA),12
1987,J Garner (WI),40
1987,MW Gatting (ENG),681
1987,SM Gavaskar (INDIA),735
1987,HA Gomes (WI),155
1987,GA Gooch (ENG),840
1987,DI Gower (ENG),341
1987,AH Gray (WI),23
1987,CG Greenidge (WI),446
1987,AP Gurusinha (SL),246
1987,RJ Hadlee (NZ),53
1987,RA Harper (WI),131
1987,DL Haynes (WI),562
1987,EE Hemmings (ENG),4
1987,MA Holding (WI),60
1987,CL Hooper (WI),159
1987,PA Horne (NZ),50
1987,DL Houghton (ZIM),226
1987,Ijaz Ahmed (PAK),322
1987,Imran Khan (PAK),437
1987,MP Jarvis (ZIM),9
1987,Javed Miandad (PAK),1084
1987,S Jeganathan (SL),24
1987,VB John (SL),11
1987,AH Jones (NZ),94
1987,DM Jones (AUS),937
1987,N Kapil Dev (INDIA),448
1987,RR Kulkarni (INDIA),18
1987,DSBP Kuruppu (SL),69
1987,GF Labrooy (SL),12
1987,AJ Lamb (ENG),859
1987,R Lamba (INDIA),220
1987,AL Logie (WI),512
1987,CJ McDermott (AUS),41
1987,KH MacLeay (AUS),51
1987,EB McSweeney (NZ),22
1987,S Madan Lal (INDIA),39
1987,RS Madugalle (SL),107
1987,RS Mahanama (SL),257
1987,Maninder Singh (INDIA),18
1987,Mansoor Akhtar (PAK),132
1987,Manzoor Elahi (PAK),263
1987,GR Marsh (AUS),883
1987,MD Marshall (WI),52
1987,GRJ Matthews (AUS),71
1987,TBA May (AUS),16
1987,MA Meman (ZIM),19
1987,LRD Mendis (SL),227
1987,Mohsin Kamal (PAK),16
1987,TM Moody (AUS),10
1987,KS More (INDIA),93
1987,Mudassar Nazar (PAK),226
1987,SP O'Donnell (AUS),241
1987,AH Omarshah (ZIM),80
1987,CS Pandit (INDIA),81
1987,DN Patel (NZ),124
1987,GA Paterson (ZIM),24
1987,BP Patterson (WI),4
1987,TRO Payne (WI),78
1987,M Prabhakar (INDIA),193
1987,DR Pringle (ENG),20
1987,AJ Pycroft (ZIM),174
1987,Qasim Umar (PAK),120
1987,LS Rajput (INDIA),8
1987,Rameez Raja (PAK),837
1987,A Ranatunga (SL),342
1987,RJ Ratnayake (SL),76
1987,JR Ratnayeke (SL),104
1987,PWE Rawson (ZIM),56
1987,BA Reid (AUS),20
1987,CJ Richards (ENG),129
1987,IVA Richards (WI),890
1987,RB Richardson (WI),456
1987,GM Ritchie (AUS),89
1987,Rizwan-uz-Zaman (PAK),2
1987,RT Robinson (ENG),264
1987,RC Russell (ENG),2
1987,KR Rutherford (NZ),206
1987,Saleem Jaffar (PAK),17
1987,Saleem Malik (PAK),799
1987,Saleem Yousuf (PAK),191
1987,Shakeel Khan (PAK),0
1987,C Sharma (INDIA),14
1987,G Sharma (INDIA),4
1987,RJ Shastri (INDIA),355
1987,Shoaib Mohammad (PAK),129
1987,NS Sidhu (INDIA),276
1987,PV Simmons (WI),204
1987,GC Small (ENG),26
1987,IDS Smith (NZ),69
1987,MC Snedden (NZ),170
1987,K Srikkanth (INDIA),598
1987,Tauseef Ahmed (PAK),4
1987,PL Taylor (AUS),43
1987,JG Thomas (ENG),1
1987,AJ Traicos (ZIM),10
1987,MRJ Veletta (AUS),141
1987,DB Vengsarkar (INDIA),618
1987,S Viswanath (INDIA),17
1987,AC Waller (ZIM),125
1987,CA Walsh (WI),39
1987,Wasim Akram (PAK),200
1987,W Watson (NZ),24
1987,SR Waugh (AUS),581
1987,DM Wellham (AUS),257
1987,S Wettimuny (SL),14
1987,JJ Whitaker (ENG),48
1987,MR Whitney (AUS),6
1987,JG Wright (NZ),252
1987,Younis Ahmed (PAK),84
1987,Zahid Ahmed (PAK),3
1987,AK Zesers (AUS),10
1987,TJ Zoehrer (AUS),104
1987,Zulqarnain (PAK),0
1988,Aamer Malik (PAK),31
1988,Aaqib Javed (PAK),0
1988,Abdul Qadir (PAK),34
1988,Akram Khan (BDESH),30
1988,TM Alderman (AUS),0
1988,KN Amalean (SL),6
1988,M Amarnath (INDIA),584
1988,CEL Ambrose (WI),42
1988,Aminul Islam (BDESH),37
1988,SD Anurasiri (SL),11
1988,Arshad Ayub (INDIA),66
1988,KLT Arthurton (WI),27
1988,J Arun Lal (INDIA),77
1988,Athar Ali Khan (BDESH),68
1988,CWJ Athey (ENG),4
1988,M Azharuddin (INDIA),481
1988,Azhar Hossain (BDESH),14
1988,RJ Bailey (ENG),43
1988,EAE Baptiste (WI),51
1988,KJ Barnett (ENG),84
1988,WKM Benjamin (WI),12
1988,CA Best (WI),49
1988,IR Bishop (WI),2
1988,TE Blain (NZ),178
1988,DC Boon (AUS),582
1988,AR Border (AUS),212
1988,JG Bracewell (NZ),161
1988,BC Broad (ENG),314
1988,VR Brown (NZ),44
1988,DJ Capel (ENG),111
1988,VB Chandrasekhar (INDIA),73
1988,EJ Chatfield (NZ),6
1988,JJ Crowe (NZ),137
1988,MD Crowe (NZ),331
1988,WW Davis (WI),10
1988,RG de Alwis (SL),118
